Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Recommended_Major
b,d,Yes,No,Yes,No,No,No,Yes,No,Higher Institute of Administrative Sciences
b,d,No,No,Yes,Yes,Yes,No,No,Yes,Higher Institute of Administrative Sciences
b,b,No,No,Yes,Yes,Yes,No,Yes,Yes,Higher Institute of Administrative Sciences
b,b,No,No,Yes,No,No,No,No,No,Higher Institute of Administrative Sciences
b,b,No,No,No,No,No,Yes,Yes,Yes,Higher Institute of Administrative Sciences
c,d,No,No,Yes,No,Yes,Yes,Yes,Yes,Higher Institute of Administrative Sciences
b,d,No,No,Yes,No,Yes,No,Yes,Yes,Higher Institute of Administrative Sciences
c,b,Yes,No,No,Yes,No,No,Yes,Yes,Higher Institute of Administrative Sciences
a,d,No,No,No,No,No,Yes,Yes,Yes,Higher Institute of Administrative Sciences
b,a,Yes,No,Yes,Yes,Yes,No,Yes,No,Higher Institute of Administrative Sciences
b,d,No,No,No,Yes,Yes,Yes,No,Yes,Higher Institute of Administrative Sciences
b,d,Yes,No,No,Yes,No,No,No,No,Higher Institute of Administrative Sciences
b,a,No,No,No,Yes,Yes,No,No,No,Higher Institute of Administrative Sciences
b,c,Yes,No,Yes,No,No,No,Yes,Yes,Higher Institute of Administrative Sciences
a,b,No,Yes,Yes,Yes,No,Yes,No,Yes,Law
a,b,No,No,Yes,Yes,No,No,Yes,No,Law
a,c,Yes,No,No,No,Yes,Yes,No,Yes,Law
a,b,Yes,No,No,No,No,No,No,No,Law
a,d,No,No,Yes,No,Yes,Yes,No,No,Law
a,d,No,Yes,Yes,No,No,Yes,Yes,No,Law
a,d,No,No,Yes,No,Yes,Yes,Yes,Yes,Law
a,c,No,No,No,No,Yes,Yes,No,Yes,Law
a,c,No,Yes,Yes,Yes,Yes,No,No,No,Law
a,c,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Law
a,d,No,Yes,Yes,No,Yes,Yes,Yes,No,Law
a,a,No,Yes,No,No,Yes,Yes,Yes,No,Law
a,b,No,Yes,No,No,Yes,No,Yes,Yes,Law
a,d,Yes,No,Yes,No,Yes,No,Yes,No,Law
a,d,Yes,Yes,No,No,Yes,No,No,No,Law
a,b,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Law
c,b,No,Yes,No,No,Yes,Yes,Yes,Yes,Law
c,b,No,Yes,No,Yes,Yes,No,No,Yes,Law
a,a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Law
a,b,Yes,Yes,No,No,Yes,No,Yes,No,Law
a,a,No,No,No,Yes,Yes,Yes,No,No,Law
a,b,No,No,Yes,No,No,Yes,Yes,Yes,Law
a,a,Yes,No,Yes,No,Yes,Yes,No,Yes,Law
b,b,Yes,Yes,Yes,No,Yes,No,No,Yes,Law
a,a,Yes,No,No,No,Yes,No,Yes,Yes,Law
a,d,No,No,No,No,Yes,Yes,No,No,Law
a,c,No,No,No,No,No,Yes,No,Yes,Law
a,c,No,Yes,No,No,Yes,Yes,No,Yes,Law
a,b,Yes,No,Yes,No,Yes,No,No,Yes,Law
a,c,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Law
a,c,Yes,No,Yes,No,Yes,Yes,No,Yes,Law
a,b,Yes,No,Yes,No,Yes,Yes,No,Yes,Law
b,c,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Law
a,c,Yes,No,No,Yes,No,Yes,Yes,Yes,Law
a,d,No,No,No,Yes,No,Yes,Yes,No,Law
a,a,No,Yes,No,Yes,No,Yes,Yes,Yes,Law
a,b,No,No,No,Yes,No,Yes,No,Yes,Law
a,d,No,No,No,Yes,Yes,Yes,Yes,No,Law
a,b,No,Yes,No,No,Yes,No,Yes,No,Law
b,b,No,Yes,Yes,No,Yes,No,Yes,No,Law
a,c,No,Yes,Yes,No,No,Yes,Yes,Yes,Law
a,c,No,No,No,Yes,Yes,No,Yes,No,Law
a,c,Yes,Yes,No,Yes,Yes,No,Yes,No,Law
a,c,No,Yes,Yes,No,No,No,No,Yes,Law
a,a,No,No,Yes,Yes,No,Yes,Yes,No,Law
a,a,Yes,Yes,No,Yes,Yes,No,Yes,No,Law
a,b,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Law
a,b,No,Yes,No,Yes,No,No,Yes,No,Law
a,a,No,No,Yes,No,Yes,No,No,No,Law
a,d,Yes,No,No,No,Yes,Yes,Yes,Yes,Law
a,d,No,Yes,No,No,Yes,Yes,Yes,No,Law
a,c,No,Yes,No,Yes,Yes,Yes,No,Yes,Law
c,b,No,No,Yes,Yes,Yes,No,Yes,No,Law
a,c,No,No,Yes,Yes,Yes,No,Yes,Yes,Law
a,a,No,No,Yes,Yes,No,Yes,Yes,Yes,Law
a,c,No,Yes,Yes,No,Yes,Yes,No,Yes,Law
a,b,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Law
a,d,Yes,Yes,No,Yes,Yes,Yes,No,No,Law
a,a,Yes,Yes,Yes,Yes,Yes,No,No,No,Law
a,b,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Law
a,d,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Law
a,b,Yes,Yes,Yes,Yes,No,No,No,Yes,Law
a,d,Yes,No,No,No,Yes,No,No,No,Law
b,a,No,Yes,No,No,Yes,No,Yes,No,Law
a,c,No,No,No,Yes,No,Yes,No,Yes,Law
a,c,No,Yes,No,Yes,No,Yes,Yes,No,Law
a,b,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Law
a,d,Yes,Yes,Yes,No,Yes,Yes,No,No,Law
a,b,Yes,No,No,Yes,Yes,Yes,No,No,Law
a,c,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Law
c,b,No,No,No,Yes,Yes,No,Yes,Yes,Law
a,d,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Law
a,d,No,No,Yes,No,Yes,No,No,Yes,Law
a,c,Yes,Yes,No,No,No,Yes,Yes,Yes,Law
a,b,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Law
a,b,No,No,Yes,No,No,No,No,No,Law
a,d,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Law
a,d,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Law
a,c,No,No,No,No,Yes,No,Yes,Yes,Law
a,a,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Law
a,b,No,Yes,Yes,Yes,Yes,No,No,Yes,Law
a,a,No,No,Yes,No,Yes,Yes,Yes,Yes,Law
a,d,Yes,No,No,No,No,Yes,Yes,No,Law
a,a,No,Yes,Yes,Yes,Yes,No,Yes,No,Law
a,d,No,Yes,No,No,Yes,Yes,Yes,Yes,Law
a,b,Yes,Yes,No,Yes,No,No,No,Yes,Law
a,b,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Law
a,b,No,No,No,No,No,No,Yes,No,Law
a,c,No,No,No,Yes,No,No,No,Yes,Law
a,b,No,Yes,Yes,No,Yes,Yes,No,No,Law
a,a,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Law
b,b,Yes,Yes,No,No,Yes,No,Yes,No,Law
b,c,No,No,Yes,No,Yes,No,Yes,Yes,Law
c,b,No,No,No,No,No,No,Yes,Yes,Law
a,b,No,Yes,No,Yes,Yes,No,No,Yes,Law
a,b,No,Yes,Yes,Yes,Yes,No,Yes,No,Law
a,c,Yes,No,No,Yes,No,No,Yes,Yes,Law
a,c,No,Yes,No,Yes,Yes,No,Yes,No,Law
a,d,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Law
a,c,No,Yes,Yes,No,Yes,No,Yes,No,Law
a,b,No,No,Yes,No,No,No,No,Yes,Law
a,d,Yes,No,No,Yes,No,Yes,Yes,No,Law
c,b,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Law
b,a,Yes,No,No,No,Yes,No,Yes,Yes,Law
a,d,Yes,No,No,No,Yes,No,Yes,No,Law
a,a,No,Yes,Yes,No,No,No,Yes,Yes,Law
a,d,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Law
a,b,Yes,No,Yes,Yes,No,Yes,No,Yes,Law
a,d,No,Yes,No,No,Yes,No,Yes,No,Law
a,b,No,No,Yes,Yes,No,No,No,No,Law
b,c,No,No,Yes,No,Yes,Yes,Yes,No,Law
a,b,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Law
b,b,No,No,No,No,Yes,Yes,Yes,No,Law
a,c,No,Yes,No,No,Yes,Yes,No,No,Law
a,d,No,No,No,No,Yes,Yes,Yes,Yes,Law
a,d,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Law
a,b,No,Yes,No,No,No,No,No,Yes,Law
a,c,Yes,No,No,Yes,Yes,No,Yes,No,Law
a,c,No,Yes,Yes,Yes,No,No,Yes,Yes,Law
a,b,No,No,Yes,No,Yes,Yes,No,No,Law
a,d,No,No,No,Yes,Yes,No,Yes,No,Law
a,b,No,No,Yes,No,Yes,Yes,No,Yes,Law
a,c,Yes,No,No,No,No,No,Yes,No,Law
a,d,Yes,No,Yes,Yes,No,Yes,Yes,No,Law
b,b,No,Yes,Yes,No,Yes,Yes,Yes,No,Law
a,a,Yes,No,Yes,No,No,No,Yes,No,Law
a,c,No,No,Yes,Yes,No,No,Yes,No,Law
c,b,Yes,Yes,No,No,Yes,No,Yes,Yes,Law
a,b,No,Yes,No,Yes,No,Yes,No,No,Law
a,c,Yes,No,Yes,No,Yes,No,No,No,Law
b,b,No,Yes,No,No,Yes,No,No,Yes,Law
a,a,No,No,Yes,No,Yes,Yes,No,No,Law
b,a,No,No,Yes,No,Yes,No,No,No,Law
a,b,No,No,Yes,No,Yes,No,No,No,Law
a,a,Yes,Yes,No,No,Yes,No,Yes,Yes,Law
b,a,No,No,No,No,Yes,Yes,Yes,No,Law
a,b,Yes,Yes,No,No,No,No,Yes,Yes,Law
a,b,No,Yes,No,No,No,Yes,No,Yes,Law
a,a,No,No,No,No,No,Yes,Yes,Yes,Law
b,b,Yes,No,Yes,No,Yes,Yes,Yes,No,Law
a,c,Yes,Yes,Yes,Yes,Yes,No,No,No,Law
a,a,Yes,No,Yes,No,Yes,No,Yes,No,Law
a,c,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Law
a,b,No,Yes,Yes,No,No,No,Yes,No,Law
a,b,No,Yes,No,No,Yes,No,No,Yes,Law
a,a,No,No,No,Yes,Yes,Yes,Yes,No,Law
a,c,No,Yes,No,No,No,Yes,Yes,No,Law
a,b,No,No,No,Yes,No,No,No,Yes,Law
a,b,Yes,Yes,Yes,Yes,No,No,Yes,No,Law
a,b,No,No,Yes,Yes,No,Yes,No,Yes,Law
a,b,Yes,No,Yes,No,Yes,No,Yes,Yes,Law
a,a,Yes,Yes,Yes,No,Yes,No,Yes,No,Law
a,d,No,Yes,No,No,Yes,Yes,No,No,Law
c,d,No,No,No,No,Yes,No,Yes,Yes,Law
b,a,No,Yes,No,No,Yes,Yes,Yes,Yes,Law
a,d,Yes,No,No,No,No,No,Yes,Yes,Law
a,c,No,Yes,Yes,No,No,Yes,No,Yes,Law
a,a,No,No,Yes,No,Yes,No,No,Yes,Law
c,d,No,Yes,Yes,No,Yes,No,Yes,Yes,Law
a,b,Yes,Yes,No,Yes,No,No,No,No,Law
a,a,Yes,No,No,No,Yes,No,No,Yes,Law
b,c,No,No,No,No,Yes,No,Yes,No,Law
a,b,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Law
a,b,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Law
a,b,No,No,No,Yes,No,Yes,No,No,Law
a,a,Yes,Yes,No,No,Yes,No,No,Yes,Law
a,b,No,No,No,Yes,No,No,Yes,No,Law
a,b,Yes,No,Yes,Yes,No,No,Yes,No,Law
a,c,Yes,No,Yes,No,Yes,Yes,Yes,No,Law
a,d,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Law
a,c,No,Yes,No,Yes,Yes,No,Yes,Yes,Law
a,d,No,Yes,Yes,No,No,No,Yes,No,Law
a,c,No,No,Yes,Yes,Yes,Yes,No,No,Law
a,a,No,No,No,No,No,No,Yes,No,Law
a,c,No,Yes,No,Yes,Yes,No,No,No,Law
a,b,Yes,No,No,Yes,No,Yes,Yes,No,Law
a,c,No,No,No,No,No,No,Yes,No,Law
a,b,No,Yes,No,No,Yes,Yes,Yes,No,Law
a,d,Yes,No,Yes,No,No,No,Yes,Yes,Law
a,a,Yes,No,Yes,No,Yes,No,No,Yes,Law
a,b,Yes,Yes,Yes,Yes,No,No,No,No,Law
a,b,No,Yes,No,Yes,Yes,No,No,No,Law
b,c,No,No,Yes,No,Yes,Yes,Yes,Yes,Law
a,b,No,Yes,No,Yes,No,No,Yes,Yes,Law
a,a,No,No,Yes,Yes,No,No,Yes,Yes,Law
a,d,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Law
a,a,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Law
b,b,Yes,No,No,Yes,Yes,Yes,Yes,No,Law
a,a,No,No,No,Yes,Yes,No,No,Yes,Law
a,a,Yes,No,Yes,No,Yes,No,Yes,Yes,Law
a,b,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Law
a,a,No,No,Yes,Yes,No,No,No,No,Law
a,c,No,No,No,No,No,Yes,Yes,Yes,Law
a,d,Yes,No,Yes,No,Yes,No,No,Yes,Law
c,c,No,Yes,No,Yes,Yes,No,Yes,Yes,Law
a,d,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Law
b,c,No,No,No,No,Yes,No,No,No,Law
a,d,Yes,No,No,No,Yes,Yes,Yes,No,Law
a,b,No,Yes,No,No,No,Yes,Yes,No,Law
a,a,Yes,No,No,No,Yes,Yes,Yes,Yes,Law
a,a,No,No,No,Yes,Yes,Yes,Yes,Yes,Law
a,c,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Law
a,a,No,Yes,No,No,No,No,Yes,No,Law
c,b,No,No,No,No,Yes,Yes,Yes,Yes,Law
a,b,Yes,No,No,Yes,Yes,No,Yes,No,Law
a,b,No,No,Yes,No,No,No,Yes,No,Law
a,a,No,Yes,No,No,Yes,Yes,Yes,Yes,Law
a,b,No,No,No,Yes,No,No,Yes,Yes,Law
a,c,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Law
a,d,No,Yes,No,Yes,Yes,Yes,Yes,No,Law
a,a,Yes,No,Yes,Yes,No,No,Yes,No,Law
a,b,No,No,No,No,No,No,Yes,Yes,Law
a,b,Yes,No,No,No,Yes,No,No,No,Law
a,a,No,No,Yes,Yes,Yes,Yes,Yes,No,Law
a,b,No,No,No,Yes,No,Yes,Yes,No,Law
a,c,No,No,No,No,Yes,Yes,Yes,No,Law
a,d,No,Yes,No,No,No,No,Yes,No,Law
a,c,Yes,No,No,No,Yes,Yes,Yes,Yes,Law
a,b,No,Yes,No,Yes,No,Yes,No,Yes,Law
a,d,No,No,Yes,Yes,Yes,No,Yes,No,Law
a,b,No,Yes,Yes,No,Yes,No,No,Yes,Law
a,d,No,No,No,Yes,Yes,No,Yes,Yes,Law
a,b,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Law
b,b,No,No,No,No,Yes,Yes,Yes,Yes,Law
a,b,No,No,No,Yes,Yes,No,No,Yes,Law
b,a,No,No,No,No,Yes,No,No,No,Law
a,b,No,Yes,Yes,Yes,Yes,No,No,No,Law
a,d,No,No,No,No,No,Yes,No,Yes,Law
a,b,Yes,No,No,No,No,Yes,Yes,Yes,Law
a,a,Yes,No,No,Yes,Yes,Yes,Yes,No,Law
a,c,No,Yes,No,No,No,No,Yes,No,Law
a,b,Yes,No,Yes,Yes,Yes,No,No,Yes,Law
b,c,Yes,No,No,No,Yes,Yes,Yes,Yes,Law
a,c,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Law
a,d,No,No,Yes,No,Yes,No,Yes,Yes,Law
a,a,No,Yes,No,Yes,Yes,Yes,Yes,No,Law
a,a,No,No,Yes,No,No,No,No,No,Law
b,c,No,Yes,Yes,No,Yes,Yes,Yes,No,Law
a,c,No,No,No,No,Yes,No,No,Yes,Law
a,a,No,No,No,No,No,Yes,Yes,No,Law
a,b,No,No,Yes,No,No,No,Yes,Yes,Law
a,b,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Law
b,a,No,No,No,No,Yes,No,Yes,Yes,Law
a,d,No,No,Yes,No,No,Yes,No,Yes,Law
a,c,No,Yes,Yes,No,Yes,No,Yes,Yes,Law
a,c,No,No,No,No,No,Yes,Yes,No,Law
a,a,Yes,Yes,No,No,Yes,No,Yes,No,Law
a,a,Yes,No,No,No,Yes,No,No,No,Law
b,b,Yes,No,No,No,Yes,Yes,No,Yes,Law
a,d,Yes,No,Yes,No,Yes,No,No,No,Law
a,a,No,No,No,Yes,No,No,No,Yes,Law
a,b,No,Yes,Yes,No,Yes,No,No,No,Law
a,d,No,Yes,No,Yes,Yes,No,No,Yes,Law
a,b,No,Yes,No,No,Yes,Yes,No,Yes,Law
a,d,No,No,No,Yes,Yes,Yes,No,No,Law
a,a,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Law
a,b,No,Yes,Yes,No,No,No,Yes,Yes,Law
a,d,Yes,Yes,No,No,Yes,No,Yes,Yes,Law
a,c,No,Yes,No,No,No,No,No,No,Law
a,d,Yes,Yes,Yes,No,No,No,Yes,Yes,Law
a,a,No,Yes,Yes,No,Yes,No,Yes,No,Law
a,a,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Law
a,d,No,No,No,No,No,No,Yes,Yes,Law
a,b,Yes,Yes,No,No,No,Yes,Yes,Yes,Law
a,a,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Law
b,c,No,Yes,Yes,No,Yes,No,Yes,Yes,Law
a,b,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Law
a,a,No,No,No,Yes,Yes,No,Yes,Yes,Law
a,b,No,Yes,No,No,No,No,Yes,Yes,Law
b,a,Yes,No,No,No,Yes,No,Yes,No,Law
a,b,Yes,Yes,Yes,Yes,Yes,No,No,No,Law
a,a,No,No,Yes,No,Yes,No,Yes,Yes,Law
a,a,Yes,No,Yes,Yes,Yes,No,Yes,No,Law
a,b,No,Yes,Yes,Yes,No,Yes,No,No,Law
a,c,No,No,Yes,Yes,No,Yes,Yes,Yes,Law
a,b,No,No,No,No,No,Yes,No,No,Law
a,d,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Law
a,a,No,Yes,No,Yes,No,No,Yes,No,Law
a,d,Yes,No,No,No,Yes,Yes,No,Yes,Law
b,b,No,Yes,No,No,Yes,Yes,No,Yes,Law
a,b,No,Yes,No,No,Yes,No,No,No,Law
c,b,No,Yes,Yes,No,Yes,No,Yes,No,Law
b,a,No,Yes,No,No,Yes,No,Yes,Yes,Law
a,c,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Law
a,d,Yes,No,Yes,No,No,No,No,Yes,Law
a,b,No,No,Yes,Yes,No,No,Yes,Yes,Law
a,d,Yes,Yes,No,Yes,Yes,No,No,No,Law
a,c,No,Yes,No,No,No,No,Yes,Yes,Law
a,c,Yes,Yes,No,No,Yes,No,No,No,Law
c,b,Yes,No,No,Yes,Yes,No,Yes,No,Law
a,c,Yes,Yes,No,No,No,No,Yes,No,Law
c,b,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Law
a,c,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Law
a,b,No,No,No,Yes,No,Yes,Yes,Yes,Law
a,c,Yes,Yes,No,No,Yes,Yes,No,Yes,Law
b,b,No,Yes,No,No,Yes,No,No,No,Law
a,d,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Law
a,b,Yes,No,No,No,Yes,Yes,Yes,No,Law
b,c,Yes,No,No,No,Yes,Yes,Yes,No,Law
a,b,No,No,Yes,Yes,Yes,No,No,Yes,Law
a,a,No,No,No,Yes,No,No,Yes,No,Law
a,c,Yes,Yes,No,Yes,No,No,Yes,No,Law
b,c,No,Yes,Yes,No,Yes,No,Yes,No,Law
a,a,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Law
a,b,No,Yes,No,Yes,Yes,Yes,Yes,No,Law
c,b,No,No,Yes,Yes,Yes,Yes,Yes,No,Law
b,b,Yes,No,No,No,Yes,Yes,Yes,Yes,Law
a,d,Yes,No,Yes,No,No,Yes,Yes,No,Law
a,c,No,Yes,Yes,No,Yes,Yes,No,No,Law
a,a,No,Yes,No,No,No,No,Yes,Yes,Law
a,a,Yes,No,No,Yes,Yes,No,Yes,Yes,Law
a,c,No,No,No,No,Yes,No,No,No,Law
a,d,No,Yes,No,Yes,Yes,No,No,No,Law
a,d,No,No,Yes,No,No,No,Yes,No,Law
a,a,No,No,Yes,Yes,Yes,No,Yes,Yes,Law
a,b,Yes,Yes,Yes,No,Yes,No,No,No,Law
a,b,No,No,Yes,Yes,No,Yes,No,No,Law
a,b,No,No,No,No,Yes,No,No,Yes,Law
a,d,No,No,Yes,No,No,No,No,No,Law
a,d,Yes,Yes,No,No,Yes,Yes,Yes,No,Law
a,b,Yes,Yes,No,No,No,No,Yes,No,Law
a,c,No,Yes,No,Yes,No,No,Yes,Yes,Law
a,c,No,No,Yes,No,Yes,No,Yes,Yes,Law
a,c,No,Yes,Yes,Yes,Yes,No,Yes,No,Law
a,c,Yes,No,No,No,No,Yes,Yes,No,Law
a,d,Yes,No,Yes,Yes,Yes,No,Yes,No,Law
a,c,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Law
a,c,No,No,No,Yes,Yes,No,Yes,Yes,Law
a,b,No,No,No,Yes,Yes,No,Yes,Yes,Law
a,a,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Law
a,a,No,Yes,Yes,No,No,No,Yes,No,Law
a,b,Yes,Yes,Yes,No,Yes,No,Yes,No,Law
a,c,No,Yes,No,No,No,Yes,Yes,Yes,Law
b,a,No,Yes,Yes,No,Yes,No,Yes,No,Law
a,a,No,Yes,Yes,No,Yes,No,No,No,Law
b,b,Yes,No,No,No,Yes,Yes,Yes,No,Law
a,b,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Law
a,b,No,No,No,No,No,No,No,No,Law
a,c,No,No,Yes,No,No,No,Yes,Yes,Law
a,d,Yes,Yes,No,No,Yes,No,Yes,No,Law
a,c,Yes,Yes,No,No,Yes,No,Yes,No,Law
a,b,No,Yes,Yes,No,Yes,No,Yes,No,Law
c,b,No,No,Yes,Yes,Yes,No,Yes,Yes,Law
a,d,Yes,Yes,Yes,No,Yes,No,No,No,Law
a,a,No,No,No,No,Yes,Yes,Yes,No,Law
a,b,Yes,No,Yes,No,Yes,No,Yes,No,Law
a,b,No,No,No,No,Yes,No,No,No,Law
a,c,Yes,No,Yes,Yes,Yes,Yes,No,No,Law
a,b,Yes,Yes,No,Yes,Yes,No,Yes,No,Law
a,b,No,No,Yes,Yes,No,No,No,Yes,Law
a,b,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Law
a,b,Yes,Yes,No,Yes,Yes,No,No,No,Law
a,b,Yes,Yes,No,Yes,No,No,Yes,Yes,Law
a,a,No,No,Yes,No,Yes,Yes,Yes,No,Law
a,b,No,Yes,No,No,No,No,Yes,No,Law
a,d,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Law
a,a,No,No,Yes,No,No,No,No,Yes,Law
a,b,Yes,No,No,Yes,Yes,No,No,Yes,Law
a,a,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Law
a,d,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Law
a,a,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Law
a,b,Yes,No,Yes,No,No,No,No,Yes,Law
a,c,No,No,Yes,Yes,Yes,Yes,No,Yes,Law
a,b,Yes,Yes,No,No,Yes,No,Yes,Yes,Law
a,c,Yes,No,No,Yes,No,Yes,Yes,No,Law
a,d,No,No,No,Yes,Yes,No,No,Yes,Law
b,a,Yes,Yes,No,No,Yes,No,Yes,Yes,Law
a,d,Yes,No,No,Yes,Yes,Yes,No,Yes,Law
a,c,Yes,No,No,Yes,Yes,No,No,Yes,Law
c,b,No,No,No,No,Yes,No,No,Yes,Law
a,b,No,No,No,Yes,Yes,No,Yes,No,Law
a,c,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Law
a,c,Yes,No,No,Yes,No,No,Yes,No,Law
a,a,No,Yes,Yes,Yes,No,No,Yes,Yes,Law
a,b,No,No,No,No,Yes,Yes,Yes,No,Law
a,b,Yes,Yes,No,No,Yes,Yes,No,No,Law
a,b,Yes,No,No,Yes,No,Yes,Yes,Yes,Law
a,b,Yes,No,No,Yes,No,No,No,No,Law
a,d,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Law
a,d,Yes,No,Yes,No,No,Yes,Yes,Yes,Law
b,b,Yes,No,Yes,Yes,Yes,No,Yes,No,Law
a,b,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Law
a,d,No,No,No,No,No,No,Yes,No,Law
c,d,No,No,Yes,No,Yes,Yes,Yes,Yes,Law
a,b,No,No,No,No,No,Yes,No,Yes,Law
a,d,No,Yes,Yes,Yes,Yes,No,No,Yes,Law
b,b,No,No,No,Yes,Yes,No,Yes,No,Law
c,d,No,No,No,No,Yes,Yes,Yes,Yes,Law
a,c,Yes,Yes,No,Yes,Yes,No,No,No,Law
b,a,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Law
a,b,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Law
a,b,No,No,Yes,No,Yes,No,Yes,Yes,Law
a,d,No,Yes,Yes,No,Yes,Yes,No,Yes,Law
a,a,Yes,No,No,No,No,No,Yes,Yes,Law
a,b,Yes,Yes,No,No,No,No,No,Yes,Law
a,b,Yes,No,No,No,Yes,No,No,Yes,Law
a,c,Yes,No,Yes,Yes,Yes,No,No,No,Law
a,c,No,No,No,Yes,Yes,Yes,No,Yes,Law
a,c,No,Yes,No,No,Yes,No,No,No,Law
a,a,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Law
a,d,Yes,No,No,No,No,No,Yes,No,Law
a,d,Yes,No,Yes,No,Yes,Yes,No,Yes,Law
a,b,No,No,Yes,Yes,No,Yes,Yes,Yes,Law
a,d,No,No,Yes,Yes,No,Yes,Yes,No,Law
a,c,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Law
a,d,Yes,Yes,Yes,Yes,Yes,No,No,No,Law
a,a,No,No,Yes,Yes,No,No,Yes,No,Law
a,c,No,No,Yes,No,No,Yes,Yes,No,Law
a,c,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Law
a,c,Yes,Yes,No,No,Yes,Yes,Yes,No,Law
a,b,Yes,No,No,No,No,No,No,Yes,Law
a,a,Yes,No,Yes,Yes,Yes,No,No,No,Law
a,b,No,No,Yes,No,Yes,No,Yes,No,Law
a,b,No,Yes,No,Yes,No,No,No,Yes,Law
a,c,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Law
c,b,No,No,No,No,Yes,No,Yes,No,Law
a,d,Yes,No,Yes,No,Yes,Yes,No,No,Law
a,c,Yes,No,No,No,Yes,Yes,No,No,Law
b,a,No,No,Yes,No,Yes,Yes,Yes,Yes,Law
a,b,No,Yes,Yes,No,No,Yes,Yes,Yes,Law
a,d,No,No,Yes,No,Yes,Yes,No,Yes,Law
a,a,No,No,Yes,Yes,Yes,No,No,No,Law
a,b,Yes,No,Yes,No,No,No,Yes,No,Law
a,a,No,No,No,Yes,Yes,No,No,No,Law
a,d,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Law
a,d,No,Yes,No,No,Yes,Yes,No,Yes,Law
a,a,No,Yes,No,No,Yes,Yes,No,Yes,Law
a,d,No,Yes,Yes,Yes,Yes,No,Yes,No,Law
a,b,No,No,No,No,Yes,Yes,No,No,Law
